CNPJ,RAZÃO,FANTASIA,ENDEREÇO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,MUNICÍPIO,ESTADO,BANDEIRA,PRODUTO,UNIDADE_DE_MEDIDA,PRECO_VENDA,DATA_DA_COLETA
34777374000130,PAGE DE JACONE 96 COMERCIO DE GAS LTDA,,RUA NOVENTA E SEIS,0,QUADRA2518                LOTE  0001,JACONE,28999034,SAQUAREMA,RIO DE JANEIRO,COPA ENERGIA,GLP,R$ / 13 kg,97.0,2026-06-11
23540186000681,GAS ALAIANE LTDA,,AVENIDA SENADOR HELVIDIO NUNES,5647,,JARDIM NATAL,64606000,PICOS,PIAUI,COPA ENERGIA,GLP,R$ / 13 kg,130.0,2026-06-12
30965004000175,CARLOS ELIZELTO PEDROSO,,RUA VISCONDE DE INHAUMA,20 LD,LOTE 164,RONDA,84051290,PONTA GROSSA,PARANA,BRANCA,GLP,R$ / 13 kg,120.0,2026-06-10
83915470001770,COMERCIAL BORSOI LTDA,,TRAVESSA SEIS,1,LOTE  3,NOSSA SENHORA APARECIDA,68513718,MARABA,PARA,LIQUIGÁS,GLP,R$ / 13 kg,135.0,2026-06-09
34774937000136,BORGES & PINHEIRO LTDA,,RUA CLAUDOMIRO DE MORAES,2751,,NOVO BURITIZAL,68904001,MACAPA,AMAPA,BAHIANA,GLP,R$ / 13 kg,120.0,2026-06-10
18774262000179,AUTO POSTO ARROYO RIO PRETO LTDA EM RECUPERACAO JUDICIAL,,AVENIDA IZABEL MARTINS ARROYO,241,LOTE  01 A 10             QUADRA21,JARDIM ARROYO,15047250,SAO JOSE DO RIO PRETO,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,129.0,2026-06-10
24857769000199,VIEIRA E MATOS LTDA,,AVENIDA SANTOS DUMONT,4520,,SAO SEBASTIAO,65400000,CODO,MARANHAO,BRANCA,GLP,R$ / 13 kg,118.0,2026-06-09
35294630000109,GASBOM DIADEMA COMERCIO DE GAS LTDA,,AVENIDA DOM JOAO VI,499,,TABOAO,9940150,DIADEMA,SAO PAULO,CONSIGAZ,GLP,R$ / 13 kg,115.0,2026-06-10
31890934000170,PAULO DOMINGUES 37193074920,,AVENIDA MANOEL DE CAMARGO SAMPAIO,692,,VILA HELENA,18071195,SOROCABA,SAO PAULO,BRANCA,GLP,R$ / 13 kg,117.99,2026-06-09
33507129000140,F A DE CARVALHO TROXA GAS,,AVENIDA LORENZO,392,QUADRA06                  LOTE  11,RESIDENCIAL PORTO SEGURO,74366115,GOIANIA,GOIAS,BRANCA,GLP,R$ / 13 kg,115.0,2026-06-08
34813229000167,JOSE CARLOS FREIRE DOS SANTOS,,RUA TREZE,11,,LOTEAMENTO RECIFE,56320771,PETROLINA,PERNAMBUCO,COPA ENERGIA,GLP,R$ / 13 kg,115.0,2026-06-11
26698342000110,EFRAIM COMERCIAL GAS DE MARILIA LTDA,,AVENIDA JOQUEI CLUBE,762,,JOQUEI CLUBE,17521450,MARILIA,SAO PAULO,BRANCA,GLP,R$ / 13 kg,150.0,2026-06-09
3186390000124,CLEBERTON ABAIDE TAVARES,,RUA MAQUINISTA LUCAS FORTES DOS SANTOS,375,QUADRA39                  CASA  23,TANCREDO NEVES,97032310,SANTA MARIA,RIO GRANDE DO SUL,ULTRAGAZ,GLP,R$ / 13 kg,120.0,2026-06-10
36057171000102,ALINE GOMES GAS E AGUA LTDA,,AVENIDA ALIPIO ABRAO,1853,LOJA  REVENDA GLP,GRANADA,38408758,UBERLANDIA,MINAS GERAIS,ULTRAGAZ,GLP,R$ / 13 kg,99.99,2026-06-08
35248928000174,ELIAMA ALVES DE SOUZA,,RUA CASTRO ALVES,665,,ALTO DA BRASILIA,62041320,SOBRAL,CEARA,LIQUIGÁS,GLP,R$ / 13 kg,100.0,2026-06-11
29903256000190,F. A. DUQUE ESTRADA COMERCIO DE GAS,,ESTRADA FRANCISCO DA CRUZ NUNES,6201,LOJA  101                 LOJA  102                 LOJA  103                 LOJA  104,ITAIPU,24340000,NITEROI,RIO DE JANEIRO,BRANCA,GLP,R$ / 13 kg,95.0,2026-06-09
5455835001040,TEUTONIA DISTRIBUIDORA DE GAS LTDA,,RUA ALFREDO J. KLIEMANN,185,,CASTELO BRANCO,96835150,SANTA CRUZ DO SUL,RIO GRANDE DO SUL,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,120.0,2026-06-11
35168583000149,DISTRIBUIDORA CLUBE DO GAS LTDA,,AVENIDA ARMANDO FAJARDO,360,,LOANDA,35930340,JOAO MONLEVADE,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,110.0,2026-06-09
3913773000319,DISTRIBUIDORA DE GLP CEREJEIRA LTDA.,DISTRIBUIDORA CEREJEIRA,RODOVIA OSWALDO CRUZ,1640 A,,JARDIM JULIETA,12090700,TAUBATE,SAO PAULO,BRANCA,GLP,R$ / 13 kg,94.99,2026-06-08
36128048000127,R & K COMERCIO DE GAS LTDA,,ALAMEDA PROFESSOR LUCAS NOGUEIRA GARCEZ,5170,,JARDIM PAULISTA,12947000,ATIBAIA,SAO PAULO,CONSIGAZ,GLP,R$ / 13 kg,120.0,2026-06-09
34674273000133,SERGIO LUIZ SILVA,,AVENIDA ITAVUVU,5176,FRENTE,JARDIM SANTA CECILIA,18078005,SOROCABA,SAO PAULO,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,120.0,2026-06-09
34880361000191,MAXSUEL & MAIARA COMERCIO VAREJISTA LTDA,,RUA PARACATI,7B,,PLANALTO,59073100,NATAL,RIO GRANDE DO NORTE,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,115.0,2026-06-08
28575588000120,AUTO POSTO ELMAZ LTDA,,AVENIDA DOUTOR VALDOMIRO LOPES DA SILVA,1730,,VILA ELMAZ,15051005,SAO JOSE DO RIO PRETO,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,129.0,2026-06-10
9263023000163,AUTO POSTO ELDORADO LTDA,POSTO JATUARANA,AVENIDA JATUARANA,3935,,NOVA FLORESTA,76807141,PORTO VELHO,RONDONIA,AMAZONGÁS,GLP,R$ / 13 kg,110.0,2026-06-09
24300750000147,AUTO POSTO NATO VETORAZZO LTDA,,AVENIDA APARECIDA DE SOUZA VETORAZZO,350,LOTE  01 E 02             QUADRA34,RESIDENCIAL NATO VETORASSO,15042101,SAO JOSE DO RIO PRETO,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,145.0,2026-06-10
32334273000169,P. DA S.M. COSTA - GAS,,AVENIDA DO CANAL,40,,ALTINOPOLIS,35053060,GOVERNADOR VALADARES,MINAS GERAIS,COPA ENERGIA,GLP,R$ / 13 kg,125.0,2026-06-08
34808701000173,G2F COMERCIO DE COMBUSTIVEIS LTDA,,AVENIDA TAVARES BASTOS,1533,A,MARAMBAIA,66615005,BELEM,PARA,BAHIANA,GLP,R$ / 13 kg,124.99,2026-06-08
34718257000103,JOEL MACHADO DE OLIVEIRA,,RUA JOAO DA CRUZ,278,,PIEDADE,35680393,ITAUNA,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,125.0,2026-06-10
44293322000494,ITAMARATHY AUTO POSTO E ACESSORIOS LTDA,,AVENIDA FRANCISCO MARENGO,39,,JARDIM REVISTA,8694000,SUZANO,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,117.0,2026-06-08
35542151000156,NAIANA DOS SANTOS OLIVEIRA COMERCIO DE GAS,,RUA PRIMEIRO DE MAIO,11,TERREO,NOVA FERRADAS,45613492,ITABUNA,BAHIA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,98.0,2026-06-10
27450069000173,JOSIANE CRISTINA SANTOS SILVA,,AVENIDA SENADOR METELLO,1240,,CENTRO-SUL,78020600,CUIABA,MATO GROSSO,BRANCA,GLP,R$ / 13 kg,110.0,2026-06-08
31707408000121,NOVATO REVENDA E TRANSPORTE DE GLP LTDA,,AVENIDA MANOEL DUARTE,45,GALPAO,CENTRO,28800000,RIO BONITO,RIO DE JANEIRO,COPA ENERGIA,GLP,R$ / 13 kg,80.0,2026-06-10
7850106000395,PINHEIRAO COMBUSTIVEIS LTDA,,AVENIDA MONSENHOR ANTONIO SAMPAIO,3377,,ALTO SANTA MARIA,64212318,PARNAIBA,PIAUI,BAHIANA,GLP,R$ / 13 kg,120.0,2026-06-09
4655306000137,AUTO POSTO SAN FRANCISCO LTDA.,POSTO ESCOLA,RUA PONTA PORA,2575,,VILA PLANALTO,79825080,DOURADOS,MATO GROSSO DO SUL,COPA ENERGIA,GLP,R$ / 13 kg,117.0,2026-06-09
34731936000104,ED ALVES CERQUEIRA,,AVENIDA MIGUEL SUTIL,514,,JARDIM PAULISTA,78065367,CUIABA,MATO GROSSO,BRANCA,GLP,R$ / 13 kg,122.0,2026-06-08
36085930000132,POTIRA COMERCIO DE GLP LTDA,,AVENIDA GISELDA MAGALHAES BEZERRA,490,A,TABAPUA BRASILIA II (JUREMA),61648160,CAUCAIA,CEARA,COPA ENERGIA,GLP,R$ / 13 kg,118.0,2026-06-09
35403303000130,BONIFACIO GAS LTDA,,AVENIDA LUCAS NOGUEIRA GARCEZ,488,,JARDIM ESTELA,8563100,POA,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,109.99,2026-06-08
33213340000150,M K GAS LTDA,,RUA PADRE FREIRE,457,,BELO HORIZONTE,59600430,MOSSORO,RIO GRANDE DO NORTE,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,122.0,2026-06-11
36712599000133,TALITA VIEIRA SILVA,,AVENIDA ORTIZIO BORGES,2346,,SANTA MONICA,38408164,UBERLANDIA,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,105.0,2026-06-10
35492336000101,VRP COMERCIO E DISTRIBUICAO DE GAS EIRELI,,AVENIDA ASSIS BRASIL,1513,,PASSO DA AREIA,91010005,PORTO ALEGRE,RIO GRANDE DO SUL,ULTRAGAZ,GLP,R$ / 13 kg,125.0,2026-06-09
2506864000105,POSTO JARDIM VALINHOS LTDA,POSTO JARDIM,AVENIDA INDEPENDENCIA,1935,"LOT. 02,03 E 04-QU. B",LOT. SANTA MARINA,13277000,VALINHOS,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,119.9,2026-06-10
35550850000148,COMERCIAL DE GAS SAO LUIS EIRELI,,RUA SABINO ROBERTO,3810,,LUIS ALVES DE FREITAS,62930000,LIMOEIRO DO NORTE,CEARA,BAHIANA,GLP,R$ / 13 kg,130.0,2026-06-09
34735783000173,AQUARELLA - GAS E AGUA LTDA,,AVENIDA HENRIQUE EROLES,863,,ALTO IPIRANGA,8730590,MOGI DAS CRUZES,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,115.0,2026-06-08
35550958000130,PARAIBA GAS E MATERIAIS DE CONSTRUCAO EIRELI,,RUA OESTE,525,QUADRA08                  LOTE  24 REMANESCENTE,RESIDENCIAL DANIELA,77424100,GURUPI,TOCANTINS,LIQUIGÁS,GLP,R$ / 13 kg,135.0,2026-06-08
35231798000167,ITAP - GAS COMERCIO DE GLP EIRELI,,RUA PARAIBA,407,,PARQUE PARAISO,6852060,ITAPECERICA DA SERRA,SAO PAULO,COPA ENERGIA,GLP,R$ / 13 kg,120.0,2026-06-11
23303409000263,D GARCIA DE SOUZA GAS,,RUA SEBASTIAO DA SILVA LEITE,486,,VILA ROSANGELA,19814370,ASSIS,SAO PAULO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,107.9,2026-06-08
36880397000109,L R C GAS LTDA,,AVENIDA MANOEL MAGALHAES FILHO,835,,DELFINO MAGALHAES,39402518,MONTES CLAROS,MINAS GERAIS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,120.0,2026-06-10
35925708000138,C. F. VALVERDE TRINDADE COMERCIO GAS E AGUA LTDA,,AVENIDA GETULIO VARGAS,1820,,MONTE VERDE,78210514,CACERES,MATO GROSSO,ULTRAGAZ,GLP,R$ / 13 kg,125.0,2026-06-09
35093836000162,VITORIA REVENDA DE GAS LTDA,,RUA TEODORO AUGUSTYN,113,,BOM JESUS,83604225,CAMPO LARGO,PARANA,ULTRAGAZ,GLP,R$ / 13 kg,110.0,2026-06-11
32657555000288,M M COMERCIO DE GAS LTDA,,RUA CAPITAO APOLINARIO,710 A,,NOVO HORIZONTE,48700000,SERRINHA,BAHIA,BAHIANA,GLP,R$ / 13 kg,135.0,2026-06-09
830891000537,BIT GAS DISTRIBUIDORA DE GAS E TRANSPORTES LTDA,,RUA DR PAULO CARNEIRO,734,,CABECUDAS,88790000,LAGUNA,SANTA CATARINA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,115.0,2026-06-09
37098481000120,SANDRA DOS REIS SILVA 06685003600,,AVENIDA PARANAIBA,3190,,MARTA HELENA,38307160,ITUIUTABA,MINAS GERAIS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,118.0,2026-06-10
35858485000486,ROCHA DISTRIBUIDORA DE GAS GLP EIRELI,,AVENIDA CORONEL LUIZ MAIA,2130,,DELFINO MAGALHAES,39402824,MONTES CLAROS,MINAS GERAIS,COPA ENERGIA,GLP,R$ / 13 kg,109.99,2026-06-10
35344713000157,OI GAS COMERCIO DE GAS E AGUA LTDA,,AVENIDA UNIAO DOS FERROVIARIOS,3079,,PONTE DE CAMPINAS,13201160,JUNDIAI,SAO PAULO,CONSIGAZ,GLP,R$ / 13 kg,112.0,2026-06-11
35236328000196,RS GAS LTDA,,RODOVIA TAPIR ROCHA,9417,,KRAHE,94435000,VIAMAO,RIO GRANDE DO SUL,COPA ENERGIA,GLP,R$ / 13 kg,120.0,2026-06-10
27933185000143,BALBINO DISTRIBUIDORA LTDA,,RESIDENCIAL GURIATA,40,LOTE  40                  QUADRAB 11,PREF. ANTONIO L DE SOUZA,57100000,RIO LARGO,ALAGOAS,BAHIANA,GLP,R$ / 13 kg,100.0,2026-06-10
72962079000142,ALICIO VILAR PONTES,POSTO DO VILAR,AVENIDA JOSE MARAO FILHO,3510,,PARQUE BRASILIA,15502045,VOTUPORANGA,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,115.0,2026-06-08
36734936000193,GAS 0300 LTDA,,AVENIDA WINSTON CHURCHILL,901,,ANDES,86076000,LONDRINA,PARANA,ULTRAGAZ,GLP,R$ / 13 kg,125.0,2026-06-09
36606977000102,SOUSA COMERCIO DE GAS LTDA,,AVENIDA AMAZONAS,1426,QUADRA77                  LOTE  12,SETOR CENTRAL,77403030,GURUPI,TOCANTINS,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,130.0,2026-06-08
35551723000163,LEO MATIAS PAULI,,AVENIDA DEPUTADO EUCLYDES NICOLAU KLIEMANN,2036,,CASTELO BRANCO,96835287,SANTA CRUZ DO SUL,RIO GRANDE DO SUL,CONSIGAZ,GLP,R$ / 13 kg,125.0,2026-06-11
21450145000245,RS REVENDEDORA DE GAS LTDA,,AVENIDA MANOEL ATHAIDE,675,,SAO GONCALO,39445051,JANAUBA,MINAS GERAIS,COPA ENERGIA,GLP,R$ / 13 kg,125.0,2026-06-11
34845251000199,ECO POSTO 27 LTDA,,RUA PERNAMBUCO,2275,,JARDIM ELDORADO,15501095,VOTUPORANGA,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,110.0,2026-06-08
5504390000150,Q GAS DISTRIBUIDORA DE GAS LTDA,,AVENIDA BERNARDO SAYAO,698,,CENTRO,77600000,PARAISO DO TOCANTINS,TOCANTINS,ULTRAGAZ,GLP,R$ / 13 kg,130.0,2026-06-11
34884935000108,G&G COMERCIO DE GAS LTDA,,RUA CORTE REAL,52,,PIRATINI,95670000,GRAMADO,RIO GRANDE DO SUL,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,138.0,2026-06-11
37140525000132,COMERCIAL CENTERGAS LTDA,,RUA FREDERICO LEDA,1741,,CENTRO,65700000,BACABAL,MARANHAO,LIQUIGÁS,GLP,R$ / 13 kg,130.0,2026-06-08
30952756000100,DISTRIBUIDORA DE GAS SAGRADA FAMILIA LTDA,,RUA DAS PALMAS,549,QUADRA125                 LOTE  01 E 30,PARQUE OESTE INDUSTRIAL,74375740,GOIANIA,GOIAS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,110.0,2026-06-08
33251391000176,RIO BONITO GAS REVENDA DE GLP LTDA,,RUA ANTONIO MANSUR,181,AREA A 1,CENTRO,28800000,RIO BONITO,RIO DE JANEIRO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,90.0,2026-06-10
17417077000164,COMERCIO DE GAS E AGUA JET LTDA,,AVENIDA PRESIDENTE KENNEDY,898,,MARROCOS,94045160,GRAVATAI,RIO GRANDE DO SUL,LIQUIGÁS,GLP,R$ / 13 kg,116.0,2026-06-10
29505266000178,POINT GAS REVENDEDORA LTDA,,AVENIDA J,140 A,,CONJUNTO JOAO ALVES FILHO,49160000,NOSSA SENHORA DO SOCORRO,SERGIPE,BAHIANA,GLP,R$ / 13 kg,110.0,2026-06-08
8515450000129,ELIANA FERNANDES DE SOUZA,,AVENIDA RUI BARAUNA,1459,,CARANA,69313600,BOA VISTA,RORAIMA,AMAZONGÁS,GLP,R$ / 13 kg,155.0,2026-06-08
28918341000160,E. SANTANA EMPORIO E DISTRIBUIDORA DE AGUA E GAS,,RUA ALEIXO ANTONIO ALVES,1285,QUADRA10                  LOTE  07,CENTRO,75388673,TRINDADE,GOIAS,ULTRAGAZ,GLP,R$ / 13 kg,100.0,2026-06-09
4184301000254,ARTE TRANSPORTE E REVENDA DE GAS LTDA,,AVENIDA EDUARDO FROES DA MOTA,4000,UNIF LOT 2646 A 2718,SAO JOAO,44051020,FEIRA DE SANTANA,BAHIA,BRANCA,GLP,R$ / 13 kg,105.0,2026-06-11
37011470000160,T E K COMERCIO DE GAS E BEBIDAS LTDA,,AVENIDA PRESIDENTE GETULIO VARGAS,6243 A,,JARDIM LIBERDADE,45994330,TEIXEIRA DE FREITAS,BAHIA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,95.0,2026-06-10
37177428000114,A.S DE PAULA SILVA COMERCIO DE GAS,,RUA ABILIO NASCIMENTO,143,,VILA MARINA,19031000,PRESIDENTE PRUDENTE,SAO PAULO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,100.0,2026-06-08
30935410000195,RAFAEL RIBEIRO MONTEIRO DE CASTRO COMERCIO DE GAS LTDA,,RUA JOAO MACHADO,S/N,LOTE 4 E 5,IRAJA,21361490,RIO DE JANEIRO,RIO DE JANEIRO,BRANCA,GLP,R$ / 13 kg,85.0,2026-06-08
37327356000144,V. C. RODRIGUES PEREIRA,,RUA DONATO ANTONIO CAPUANO,75,LETRA B,RESIDENCIAL JARDIM DO TREVO,16205015,BIRIGUI,SAO PAULO,BRANCA,GLP,R$ / 13 kg,97.99,2026-06-12
31844246000173,CRISTINA MORAIS DE LIMA,,RUA 109,sn,QUADRA 56;LOTE 01,JARDIM TROPICAL,74946120,APARECIDA DE GOIANIA,GOIAS,BRANCA,GLP,R$ / 13 kg,110.0,2026-06-09
6155663000242,MIONI E FAMILIA GAS E AGUA LTDA,,RUA DA INDEPENDENCIA,27,,VILA VENEZIANI,12212531,SAO JOSE DOS CAMPOS,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,110.0,2026-06-10
33381064000139,V.DA SILVA OZORIO,,AVENIDA PRESIDENTE GETULIO VARGAS,4078,,TIJUCA,94836010,ALVORADA,RIO GRANDE DO SUL,CONSIGAZ,GLP,R$ / 13 kg,110.0,2026-06-09
33935781000165,GOLD GAS COMERCIO DE GLP LTDA,,QUADRA QS 9 RUA 150 LOTE,2,,AREAL (AGUAS CLARAS),71976540,BRASILIA,DISTRITO FEDERAL,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,105.0,2026-06-09
36119939000117,FANGAS LTDA,,RUA G LOT COR FELICIA,38,LOT JD GUANABARA,FELICIA,45055188,VITORIA DA CONQUISTA,BAHIA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,110.0,2026-06-08
37545366000156,ELIANA SILVEIRA,,RUA PREFEITO GUIMARAES CABRAL,150,SALA,MAGALHAES,88790000,LAGUNA,SANTA CATARINA,BRANCA,GLP,R$ / 13 kg,118.0,2026-06-10
28709185000470,ISAC CARVALHO DA SILVA,,AVENIDA COMENDADOR VIRGOLINO DE OLIVEIRA,95,,JARDIM IVETE,13972170,ITAPIRA,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,122.0,2026-06-11
37335784000119,J L S REVENDA DE GAS LIQUEFEITO DE PETROLEO LTDA,,RUA TURIBIO GOMES,1261,,VILA BELA,85025250,GUARAPUAVA,PARANA,ULTRAGAZ,GLP,R$ / 13 kg,115.0,2026-06-08
36682734000145,J ALECIO CARDOSO,,RUA FLORENCA,820,,CANUDOS,93542061,NOVO HAMBURGO,RIO GRANDE DO SUL,ULTRAGAZ,GLP,R$ / 13 kg,105.0,2026-06-12
882785000173,DISTRIBUIDORA DE GAS E AGUA COMETA LTDA,,RUA CONEGO GUIMARAES (LOT JD ELDORADO),276,ANEXO 02                  FUNDOSRUA JOAO A. PARANHOS,SANTA ISABEL,78150618,VARZEA GRANDE,MATO GROSSO,BRANCA,GLP,R$ / 13 kg,104.99,2026-06-10
35724942000105,SUPER MACAE DISTRIBUIDORA DE GAS E AGUA LTDA,,AVENIDA DOUTOR HUMBERTO DE QUEIROZ MATOSO,308,,CAMPO DO OESTE,27936529,MACAE,RIO DE JANEIRO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,151.99,2026-06-11
36921276000150,CELIO ROBERTO MARCAL,,RUA PROFESSOR JOSE GERMANO DA SILVA,880,,JARDIM ITALIA,13734602,MOCOCA,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,114.99,2026-06-09
35561415000119,CORREA GAS LTDA,,AVENIDA CARAJAS,SN,,CENTRO,68540000,CONCEICAO DO ARAGUAIA,PARA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,110.0,2026-06-10
32788893000178,TDI COMERCIO DE COMBUSTIVEIS E SERVICOS LTDA,,AVENIDA SAO LUIS REI DE FRANCA,412,SALA  01,JARDIM ATLANTICO,65067095,SAO LUIS,MARANHAO,LIQUIGÁS,GLP,R$ / 13 kg,130.0,2026-06-10
37653766000185,M D COMERCIO VAREJISTA DE GAS LTDA,,RUA CEDRO,17,LETRA B,JOSE DE ANCHIETA,29162303,SERRA,ESPIRITO SANTO,BRANCA,GLP,R$ / 13 kg,100.0,2026-06-10
8233673000527,DISTRIBUIDORA DE GAS E AGUA SANTA TEREZINHA LTDA,,RUA JOAO ADAO,440,,RESIDENCIAL GAZZO,12236853,SAO JOSE DOS CAMPOS,SAO PAULO,BRANCA,GLP,R$ / 13 kg,79.99,2026-06-10
34076242000180,FELIX E REIS COMERCIO DE GAS LTDA,,AVENIDA VEREADOR SERAFIM RIBAS,2597,,BOQUEIRAO,85023500,GUARAPUAVA,PARANA,ULTRAGAZ,GLP,R$ / 13 kg,117.0,2026-06-08
32422501000152,T. FERNANDES BOLONHEZE LTDA,,RUA SERTAOZINHO,42,LOTE  09                  QUADRA13,VILA NOVA,78580000,ALTA FLORESTA,MATO GROSSO,FOGAS,GLP,R$ / 13 kg,135.0,2026-06-08
6223900000265,GAS SILVA MURCA LTDA,GÁS MURCA,AVENIDA BRASIL,590,,CENTRO,39442010,JANAUBA,MINAS GERAIS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,125.0,2026-06-08
19969531001278,PACHECO GAS LTDA,,AVENIDA SANTOS DUMONT,4433,,SAO SEBASTIAO,65400000,CODO,MARANHAO,BAHIANA,GLP,R$ / 13 kg,118.0,2026-06-09
3790896001039,MARTINS & MARTINS LTDA,SUPERMERCADOS MACHADO,AVENIDA BRUNO MARTINI,550,,JARDIM BARCELONA,78555343,SINOP,MATO GROSSO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,145.0,2026-06-08
22863438000136,JH COMERCIO DE GAS LIQUEFEITO DE PETROLEO GLP LTDA,,AVENIDA UBAITABA,836,,MALHADO,45651730,ILHEUS,BAHIA,BRANCA,GLP,R$ / 13 kg,130.0,2026-06-10
36937428000102,ROBSON MELO DE SOUZA,,RUA ALCIDES LIMA,341,,CAIMBE,69312172,BOA VISTA,RORAIMA,FOGAS,GLP,R$ / 13 kg,145.0,2026-06-08
37762389000112,AR & AF COMERCIO VAREJISTA DE GAS LTDA,,RUA SEBASTIAO LUIZ CAVALCANTI,810,GALPAOA 811,SAO CRISTOVAO,56503814,ARCOVERDE,PERNAMBUCO,BRANCA,GLP,R$ / 13 kg,100.0,2026-06-11
37285094000100,GUSMAO COMERCIO DE GAS EIRELI,,RUA DEMOSTENES NUNES VIEIRA,263,,ALTO LAGE,29151260,CARIACICA,ESPIRITO SANTO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,100.0,2026-06-11
1976164000111,RRC AUTO POSTO LTDA,RRC AUTO POSTO,RODOVIA FLAVIO DE CARVALHO,149,,VILA SANTANA,13273000,VALINHOS,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,125.99,2026-06-10
13210937000133,BRAZ-PETRO COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA,,RUA JOSE RABELO DE SOUZA,537,,ALTO DO CORREGO,38600001,PARACATU,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,115.0,2026-06-08
27877230000190,MARCOS AURELIO DA SILVA BORGES,,RUA SOUZANGE MAIA VIEIRA,381,,JARDIM JACARANDA,83215800,PARANAGUA,PARANA,BRANCA,GLP,R$ / 13 kg,105.0,2026-06-09
36927385000184,HGI COMERCIO DE GAS LTDA,,AVENIDA FRANCISCO DE PAULA LEITE,3243,,RECREIO CAMPESTRE JOIA,13346615,INDAIATUBA,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,125.0,2026-06-10
37616015000199,AYUSO COMERCIO DE GAS LTDA,,AVENIDA RONDONIA,497,,ZONA 04,87210098,CIANORTE,PARANA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,125.0,2026-06-11
37765717000134,NATHANY COSTA SILVA LTDA,,AVENIDA GOVERNADOR VALADARES,1178,,JARDIM SAO CARLOS,37137160,ALFENAS,MINAS GERAIS,CONSIGAZ,GLP,R$ / 13 kg,100.0,2026-06-11
38068800000117,LIMA GAS LTDA,,QUADRA QS 5 PRACA AGUAS CLARAS 2 LOTE,9,,AREAL (AGUAS CLARAS),71961800,BRASILIA,DISTRITO FEDERAL,BRANCA,GLP,R$ / 13 kg,100.0,2026-06-09
35311015000155,FORT GAS DISTRIBUIDORA LTDA,,AVENIDA EVALDO COSTA,SN,QUADRA6                   LOTE  2,SOL E MAR,27940410,MACAE,RIO DE JANEIRO,BRANCA,GLP,R$ / 13 kg,150.0,2026-06-11
4603271001830,COMERCIAL JOYBRI LTDA,,AVENIDA PARANA,1595,,CATALAO,35501169,DIVINOPOLIS,MINAS GERAIS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,100.0,2026-06-11
36653104000142,CICERA GILVANIA INACIO MORAES RODRIGUES,,RUA DO CAJUEIRO,7,,VERGEL DO LAGO,57015030,MACEIO,ALAGOAS,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,105.0,2026-06-11
36577323000190,MARIA JOSE DE OLIVEIRA SANTOS,,AVENIDA PEDRO JOSE DA SILVA,349,CASA,RECREIO,44600000,IPIRA,BAHIA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,109.0,2026-06-10
