CNPJ,RAZÃO,FANTASIA,ENDEREÇO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,MUNICÍPIO,ESTADO,BANDEIRA,PRODUTO,UNIDADE_DE_MEDIDA,PRECO_VENDA,DATA_DA_COLETA
82522863000355,CARLOS ROBERTO DOS SANTOS PRINS ME,,RUA PEDRO DO ROSARIO,1018,,JARDIM GUARAITUBA,83410380,COLOMBO,PARANA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,109.9,2026-06-11
4199875000115,SPREA REVENDA DE GAS E AGUA LTDA,,RUA BENEDITO SOARES PINTO,2477,,CENTRO,83601040,CAMPO LARGO,PARANA,ULTRAGAZ,GLP,R$ / 13 kg,113.0,2026-06-11
6147158000175,LUTTY COMERCIO DE GAS LTDA,DISTRIBUIDORA DE GÁS SALETE,RUA DOUTOR JOSE GADELHA,37,,ALTO DO CAPANEMA,58807610,SOUSA,PARAIBA,MINASGAS,GLP,R$ / 13 kg,115.0,2026-06-11
6075718000123,VIAVEL COMERCIO DE GAS LTDA,,RUA VICENTE ROOS,241,,JARDIM COOPAGRO,85903390,TOLEDO,PARANA,LIQUIGÁS,GLP,R$ / 13 kg,110.0,2026-06-09
6032704000122,RICARDO PAULINO,RIK GAS,AVENIDA ESPANHA,1670,,TIBERY,38405048,UBERLANDIA,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,105.0,2026-06-10
5981141000156,D. PEREIRA DA SILVA-ME,BAR DO DAVI,RUA JOSE MAGALHAES,950,,CONQUISTA,69914320,RIO BRANCO,ACRE,AMAZONGÁS,GLP,R$ / 13 kg,120.0,2026-06-10
1397329000109,GIOVANNI FERNANDES-ME,,AVENIDA DR. HENRIQUE A. DE MELO,239,,ROCA GRANDE,34555230,SABARA,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,135.0,2026-06-08
6230088000114,ALDEMAR COMERCIO VAREJISTA DE GAS LTDA,FERROGÁS,AVENIDA D,13,QUADRA: 23; LOTE: 13;,JARDIM DAS OLIVEIRAS,73805204,FORMOSA,GOIAS,BRANCA,GLP,R$ / 13 kg,117.0,2026-06-08
6191872000160,ARAXAM GAS COMERCIO E TRANSPORTE LTDA,ARAXAM GÁS,RUA H 112,SN,QUADRA271                 LOTE  7,CIDADE VERA CRUZ,74937110,APARECIDA DE GOIANIA,GOIAS,LIQUIGÁS,GLP,R$ / 13 kg,120.0,2026-06-09
6063287000185,LUIZ PINHEIRO DE LIMA ME,COMERCIAL LIMA,RUA MARIO ANDREAZA,7599,,JK II,78908500,PORTO VELHO,RONDONIA,FOGAS,GLP,R$ / 13 kg,120.0,2026-06-08
6102445000169,MARIA LUZIA DO AMARAL PERES,DEPOSITO DE GAS 31,AVENIDA MINAS GERAIS,2171,,SANTA MARIA,38304259,ITUIUTABA,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,105.0,2026-06-09
4580941000100,VALDINEI SOARES DA SILVA,GÁS LIDER,RUA IBIRITÉ,66,,BOM PASTOR,35500191,DIVINOPOLIS,MINAS GERAIS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,120.0,2026-06-08
5463702000125,SMART GAS DISTRIBUIDORA LTDA,,AVENIDA BRASIL,1735,,VILA ELISA,14075030,RIBEIRAO PRETO,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,100.0,2026-06-10
3800481000108,ALBA & LAMEN LTDA,TRANSGAZ,RUA AMAZONAS,1608,,VILA GOMES,79022130,CAMPO GRANDE,MATO GROSSO DO SUL,COPA ENERGIA,GLP,R$ / 13 kg,119.0,2026-06-08
5360995000115,L N COSTA MICROEMPRESA,MERCANTIL SANTA MARTA,TRAVESSA WE 59,1442,CJ GUAJARA I,COQUEIRO,67033009,ANANINDEUA,PARA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,115.0,2026-06-09
4602192000167,ABEL E LOURENCO COMERCIO DE GAS LTDA,GAMA GÁS,PRACA GETULIO VARGAS,197,,CENTRO,38610000,UNAI,MINAS GERAIS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,130.0,2026-06-11
6194282000191,SUPER CHAMA GAS LTDA,SUPER CHAMA GÁS, (205 SUL ) ACSV SO 22 AV LO 5 LOTE 02,S/N,SC,CENTRO,77015308,PALMAS,TOCANTINS,ULTRAGAZ,GLP,R$ / 13 kg,140.0,2026-06-11
3402361000152,REVENDEDORA DE GÁS MÁXIMO DE IGUAÇU LTDA,MÁXIMO GÁS,AVENIDA JOSÉ MARIANO DOS PASSOS,S/N,LOTE,PRATA,26015030,NOVA IGUACU,RIO DE JANEIRO,BRANCA,GLP,R$ / 13 kg,91.99,2026-06-10
1186308000136,EDSON WANDER DE OLIVEIRA,,RUA JONAS SOARES CAMARGO,98,,SURINAN,35170200,CORONEL FABRICIANO,MINAS GERAIS,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,125.0,2026-06-11
2863444000186,SUPERMERCADO GEADA LTDA,,RUA ALCEBIADES AFONSO GUIMARÃES,3001,,AGUAS CLARAS,83602210,CAMPO LARGO,PARANA,LIQUIGÁS,GLP,R$ / 13 kg,110.0,2026-06-11
56047301000125,MIRA GÁS COMÉRCIO DE GÁS LTDA - EPP,,AVENIDA PADRE JAIME,1320,,JD PLANALTO VERDE,13844070,MOGI GUACU,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,125.0,2026-06-10
6160331000175,FIELGAS REVENDEDOR DE GAS LTDA,FIELGÁS,AVENIDA GENERAL OSORIO DE PAIVA,1899,,VILA PERI,60730085,FORTALEZA,CEARA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,125.0,2026-06-09
6282555000150,EDIMAR DA ROCHA SANTOS,CHAROPINHO GÁS,AVENIDA MANOEL MAGALHÃES FILHO,438,,JARDIM PALMEIRAS,39402198,MONTES CLAROS,MINAS GERAIS,LIQUIGÁS,GLP,R$ / 13 kg,118.0,2026-06-10
64439714000183,PEDRO LIMA FERREIRA ME,,AVENIDA VEREADOR J H FILHO,262,,VILA CARMELITA,35570000,FORMIGA,MINAS GERAIS,ULTRAGAZ,GLP,R$ / 13 kg,125.0,2026-06-09
6330967000118,MONOLITOS COMERCIO DE GAS LTDA,MONÓLITOS GÁS,RUA RUI BARBOSA,728,,CENTRO,63900000,QUIXADA,CEARA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,115.0,2026-06-08
5076655000167,EDGAR COELHO DA SILVA,DEPOSITO DE GAS E AGUA MINERAL - EDGAS,AVENIDA ANHANGUERA,20,,VILA UNIAO,75702610,CATALAO,GOIAS,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,120.0,2026-06-11
3971471000135,CONTROLLER COMERCIO E DISTRIBUICAO DE GLP E AGUA MINERAL LTDA,SUPER GÁS,AVENIDA PORTUGAL PORTO GUIMARAES,152,,NOSSA SENHORA DE FATIMA,75701450,CATALAO,GOIAS,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,115.0,2026-06-11
4911256000101,SILGAS COMERCIO DE GAS LTDA,,RUA JOAO MAGELA LUZ,78,,CEU AZUL,31580050,BELO HORIZONTE,MINAS GERAIS,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,105.0,2026-06-09
5562242000192,MARILENE RESENDE SOUZA,,RUA SAO VICENTE DE PAULO,22,,ARNALDOS,37270000,CAMPO BELO,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,115.0,2026-06-09
6292349000120,COMERCIAL DE GAS LIMOEIRO LTDA,,RUA CELIO SANTIAGO,1407,,BROTOLANDIA,62930000,LIMOEIRO DO NORTE,CEARA,LIQUIGÁS,GLP,R$ / 13 kg,130.0,2026-06-09
21911839000151,JARBAS CORREA FILHO & CIA LTDA.,SÃO JOÃO SUPERMERCADOS,RUA MANCINI,27,,CENTRO,37800000,GUAXUPE,MINAS GERAIS,ULTRAGAZ,GLP,R$ / 13 kg,92.0,2026-06-10
4801175000159,MARLON REIS TEODORO,PLANTÃO GÁS,RUA ABELARDO PENNA,254,,SAO JORGE,38400222,UBERLANDIA,MINAS GERAIS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,99.0,2026-06-08
4905955000149,MANANCIAL GAS LTDA,G GAZ,RUA URUGUAI,270,QUADRA02                  LOTE  11,RESIDENCIAL LEBLON,75703350,CATALAO,GOIAS,BRANCA,GLP,R$ / 13 kg,105.0,2026-06-11
1980799000192,ORIVAN MARTINS,ZAP GAS,RUA RUBI,286,,LOURDES,38035200,UBERABA,MINAS GERAIS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,100.0,2026-06-11
4559735000100,NAZEH DOS SANTOS FARES,CRISTAL GÁS,AVENIDA PASTOR CRESPO,303,QUADRA43                  LOTE  718,RESIDENCIAL VENEZA,75910018,RIO VERDE,GOIAS,BRANCA,GLP,R$ / 13 kg,135.0,2026-06-08
6784964000154,TRAMONTIN COMERCIO DE GAS LTDA,,RODOVIA DEPUTADO BENEDITO LUCIO MACHADO,231,,FAZENDA PALMITAL,86430000,SANTO ANTONIO DA PLATINA,PARANA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,122.0,2026-06-09
4731342000132,M. A. S. SOARES - ME,,RUA WE 26,152,CIDADE NOVA VIII,COQUEIRO,6713350,ANANINDEUA,PARA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,113.0,2026-06-09
6972477000115,P C R PAIVA COMERCIAL LTDA,,TRAVESSA TRAVESSA SN 16,6,CONJ  CIDADE NOVA VII,COQUEIRO,67140530,ANANINDEUA,PARA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,116.0,2026-06-09
6880206000130,MARINGA COMERCIO DE GAS LTDA ME,INGA GAS,AVENIDA DOS PALMARES,495,,JD LIBERDADE,87047035,MARINGA,PARANA,BRANCA,GLP,R$ / 13 kg,99.99,2026-06-08
8501000114,COMERCIO DE GAS FRANCISCO MORATO LTDA.,,AVENIDA PROFESSOR FRANCISCO MORATO,4841,,FERREIRA,5521200,SAO PAULO,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,119.0,2026-06-11
5550690000176,AMERICA DISTRIBUIÇÃO DE GÁS LTDA - ME,AMERICA DISTRIBUIÇÃO DE GÁS,AVENIDA MARECHAL GOUVEIA,2280,,VILA JAIARA,75064080,ANAPOLIS,GOIAS,ULTRAGAZ,GLP,R$ / 13 kg,115.0,2026-06-11
6339959000132,NOROESTE COMERCIO DE GAS LTDA,LIGUEGAS,AVENIDA FLORES DA CUNHA,201,ANEXO 1,CRUZEIRO,98789112,SANTA ROSA,RIO GRANDE DO SUL,ULTRAGAZ,GLP,R$ / 13 kg,130.0,2026-06-11
5580812000258,MARCHIORI GAS LTDA,,AVENIDA ANTONIO PASCHOAL,1001,,CENTRO,14160500,SERTAOZINHO,SAO PAULO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,115.0,2026-06-09
6329381000133,J A FURTADO SILVA E CIA LTDA,,RUA AGOSTINHO ARAUJO,422,,FLORESTA,65200000,PINHEIRO,MARANHAO,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,140.0,2026-06-08
6537950000136,MEGA COMERCIO DE GAS LTDA,RIO CLARO GÁS,RUA ISABEL BUENO,195,,LIBERDADE,31270305,BELO HORIZONTE,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,140.0,2026-06-09
3976365000144,ELENA PEIXOTO VICENTINI CARAGUATATUBA ME,,AVENIDA JOSÉ HERCULANO,5483,,PORTO NOVO,11667000,CARAGUATATUBA,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,109.99,2026-06-11
4845411000139,VIA GÁS E TRANSPORTES LTDA,PATROGAS,AVENIDA FARIA PEREIRA,1750,,CONSTANTINO,38740000,PATROCINIO,MINAS GERAIS,ULTRAGAZ,GLP,R$ / 13 kg,110.0,2026-06-12
5438269000178,"TIMM, TELO & CIA LTDA",CHICO TIMM GÁS,RODOVIA RS-307,381,,AUXILIADORA,98796610,SANTA ROSA,RIO GRANDE DO SUL,BRANCA,GLP,R$ / 13 kg,128.0,2026-06-11
4582170000182,VANA GÁS LTDA. - ME,VANA GÁS,RUA ALOISIO PEDRO KROEFF,112,,SÃO CRISTÓVÃO,89560000,VIDEIRA,SANTA CATARINA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,133.0,2026-06-11
4328029000158,MIZAEL F DOS REIS & CIA LTDA,SEVERINO FERREIRA DOS REIS,RUA DO TRABALHO,84,,NOSSA SENHORA DO AMPARO,55614260,VITORIA DE SANTO ANTAO,PERNAMBUCO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,95.0,2026-06-10
1456921000126,J R PEREIRA 547655606-00,ROCHAS GAS,AVENIDA BIAS FORTES,4387,,VILA NOVA,35790000,CURVELO,MINAS GERAIS,LIQUIGÁS,GLP,R$ / 13 kg,100.0,2026-06-08
6281137000148,ROSANGELA NATIVIDADE FERREIRA,TELEGAS VICTOR,RUA JOAQUIM SIQUEIRA,11,A,SIDERURGICA,34515300,SABARA,MINAS GERAIS,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,130.0,2026-06-08
1046437000129,ANTONIO GONÇALVES FILHO ARARAQUARA,,RUA DOUTOR JOSÉ LOGATTI,366,,JARDIM ROBERTO SELMI DEY,14808403,ARARAQUARA,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,120.0,2026-06-10
1033709000156,BUGÁS - COMÉRCIO DE GÁS LTDA ME,,RUA DOS FERROVIÁRIOS,1666,,OFICINAS,88702306,TUBARAO,SANTA CATARINA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,120.0,2026-06-11
6980286000103,FREDERICO ANSELMO ARAUJO & CIA LTDA,,RUA RACHID HANDERE,1978,,BELA VISTA,39800370,TEOFILO OTONI,MINAS GERAIS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,140.0,2026-06-09
83660126000110,JOSÉ BONIFÁCIO BARBOSA,DEPÓSITO FÉ EM DEUS,PASSAGEM  F,6,,PEDREIRA,66080230,BELEM,PARA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,110.0,2026-06-08
6125011000184,ABMGAZ COMERCIO DE GAS GLP LTDA,,RUA VITORIA,15,,PARQUE PARAISO,6850210,ITAPECERICA DA SERRA,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,124.99,2026-06-11
7000036000114,LU GÁS COMÉRCIO DE GÁS LTDA,,AVENIDA MERITI,3293,,CORDOVIL,21250141,RIO DE JANEIRO,RIO DE JANEIRO,LIQUIGÁS,GLP,R$ / 13 kg,95.0,2026-06-08
2929260000171,FF GAS E ACESSORIOS COMERCIAL LTDA,,AVENIDA PAULA FERREIRA,2446,,PIRITUBA,2916000,SAO PAULO,SAO PAULO,BRANCA,GLP,R$ / 13 kg,112.0,2026-06-09
7123315000175,VERÍSSIMO E RODOALHO LTDA,AUTO GÁS,RUA SÃO FRANCISCO,S/Nº,QUADRA 02 - LOTE 07,SETOR MARINGÁ,76550000,PORANGATU,GOIAS,LIQUIGÁS,GLP,R$ / 13 kg,120.0,2026-06-08
1699426000148,MARCIO ALEXANDRE SIQUERI,GAS DE OURO,RUA VALPARAIZO,1736,QDA  4  LOTE  06,JOSE  LUIZ,78710020,RONDONOPOLIS,MATO GROSSO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,140.0,2026-06-10
7310069000160,LAVRAS GAS COMERCIO LTDA,,RUA GIL DE SOUZA ANDRADE,68,,JARDIM BELA VISTA,37200000,LAVRAS,MINAS GERAIS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,138.0,2026-06-11
4190715000296,DISTRIBUIDORA DUBENA LTDA.,,RUA SALVADOR SCHNEIDER,2380,,VILA BELA,85020430,GUARAPUAVA,PARANA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,120.0,2026-06-08
5795276000127,DISK GAS E AGUA LTDA,,AVENIDA SANTOS DUMONT,1167,,SAO FRANCISCO,69305105,BOA VISTA,RORAIMA,FOGAS,GLP,R$ / 13 kg,151.0,2026-06-09
7383659000202,MELC COMERCIO DE GAS LTDA,,RUA VICENTE SIEBRA,2712,,VIOLETE,62500000,ITAPIPOCA,CEARA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,130.0,2026-06-11
6202933000148,RAFAEL VICENTE FERREIRA - DEPOSITO DE GAS,,RUA JOAQUIM DE OLIVEIRA VALENÇA,294,FUNDOS,BAIRRO NOVO,53130110,OLINDA,PERNAMBUCO,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,98.0,2026-06-11
7319006000175,RONAN CARVALHO TORIBIO ME,RONAN GAS,AVENIDA PREFEITO ORLANDO REZENDE ANDRADE,540,,MONTE ALEGRE,37410000,TRES CORACOES,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,100.0,2026-06-10
6375339000159,TOP GAS COMERCIO DE GAS LTDA,TOP GAS,AVENIDA PRESIDENTE KENNEDY,1475,,MARACANA,75040040,ANAPOLIS,GOIAS,BRANCA,GLP,R$ / 13 kg,110.0,2026-06-08
6922691000167,NELSON ALVES DA SILVA - GAS,NELSON GAS,RUA NELY TODESCHINI,1630,,JD. SANTA HERMINIA,79833521,DOURADOS,MATO GROSSO DO SUL,BRANCA,GLP,R$ / 13 kg,120.0,2026-06-08
5053993000183,DISTRIBUIDORA ROCHA CRUZ LTDA.,,RUA DR. CELESTINO CAVALHEIRO,1507,,CENTRO,97300000,SAO GABRIEL,RIO GRANDE DO SUL,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,118.0,2026-06-09
5871671000141,CAMPGAS COMERCIO DE GAS LTDA.,CAMPGAS,AVENIDA ITAMARATY,210,,VILA AEROPORTO,13054150,CAMPINAS,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,119.99,2026-06-08
5913610000108,CHAMA GLP LTDA,CHAMA GAS,RUA RIO DE JANEIRO,2510,,LEVINDO PAULA PEREIRA,35502024,DIVINOPOLIS,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,100.0,2026-06-10
6885860000136,ROBERTO SOARES DOS REIS,DOURAGAS,RUA MONTE ALEGRE,5.33,,JARDIM OURO VERDE,79833120,DOURADOS,MATO GROSSO DO SUL,BRANCA,GLP,R$ / 13 kg,116.0,2026-06-09
5863155000175,LITORAL COSTA VERDE REVENDEDORA E TRANSPORTADORA DE GAS LTDA,,RUA PREFEITO JOAO GREGORIO GALINDO,7023,,JAPUIBA,23934005,ANGRA DOS REIS,RIO DE JANEIRO,BRANCA,GLP,R$ / 13 kg,135.0,2026-06-09
7423829000146,TOCANTINS COMERCIO DE GAS E AGUA MINERAL LTDA - ME,CAPITAL GAS,AVENIDA NS 10 QD ASR-SE 65 LOTES 13/14,S/N,S/C,CENTRO,77022102,PALMAS,TOCANTINS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,135.0,2026-06-11
3140141000106,TOP GAS COMERCIO DE GAS LTDA,,ESTRADA DEPUTADO DARCILIO AYRES RAUNHEITTI,51,,VIGA,26012315,NOVA IGUACU,RIO DE JANEIRO,BRANCA,GLP,R$ / 13 kg,100.0,2026-06-10
6103440000150,MARANATA COMERCIO DE GAS LTDA,,RUA EDUARDO CAMPOS,47,LOJA  01                        DEPOSITO NR 01,BOCA DO RIO,41705230,SALVADOR,BAHIA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,115.0,2026-06-10
66554825000166,NILDETE BORGES DE FREITAS - ME.,,AVENIDA ANTONIO CARLOS NHOATO,375,PREDIO,CARLOS CASSETARI,15200000,JOSE BONIFACIO,SAO PAULO,BRANCA,GLP,R$ / 13 kg,110.0,2026-06-11
6002985000413,SUPERAMAZON COMERCIO E REPRESENTACOES LTDA,AUTO POSTO RODAGEM 24 HORAS,RUA 24 DE OUTUBRO,999,,CENTRO,68005040,SANTAREM,PARA,FOGAS,GLP,R$ / 13 kg,89.5,2026-06-08
7022358000164,ROSANGELA GOMES FERREIRA,ROSE GAS,RUA   NELY TODESQUINI,1305,,JARDIM SANTA MARIA,79833310,DOURADOS,MATO GROSSO DO SUL,BRANCA,GLP,R$ / 13 kg,120.0,2026-06-08
71899553000176,JOSE PAULO SPRICIGO - ME.,,AVENIDA DR. TEIXEIRA DE BARROS,926,,VILA PRADO,13574020,SAO CARLOS,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,135.0,2026-06-08
6981082000189,J. C. DIAS TRINDADE & CIA LTDA,A NATURAL,RUA PRINCESA ISABEL,540,,VILA MARIANA,78210312,CACERES,MATO GROSSO,ULTRAGAZ,GLP,R$ / 13 kg,125.0,2026-06-09
7580628000152,COMERCIAL DE GLP SANTO ANTONIO LTDA.,,RUA MARECHAL DEODORO DA FONSECA,1025,,MAMEDE PAES MENDOCA,49509097,ITABAIANA,SERGIPE,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,110.0,2026-06-08
7544909000230,ESPINDOLA & SANTANA COMERCIO DE GLP LTDA,ADRIANO GAS,RUA PADRE MUSA TUMA,107,,JARDIM ITAMARACA,79062130,CAMPO GRANDE,MATO GROSSO DO SUL,ULTRAGAZ,GLP,R$ / 13 kg,110.0,2026-06-08
7144049000167,DENILSON DE JESUS FRANCIOSI - ME,,RUA DAS HORTÊNCIAS,177,,JARDIM CALIFORNIA,15910000,MONTE ALTO,SAO PAULO,BRANCA,GLP,R$ / 13 kg,100.0,2026-06-08
7084192000100,SILVA E SILVA COMERCIO DE GAS LTDA,SILVA GÁS,AVENIDA ORLANDO RODRIGUES DA CUNHA,2080,,LEBLON,38026500,UBERABA,MINAS GERAIS,ULTRAGAZ,GLP,R$ / 13 kg,120.0,2026-06-08
7518278000102,BARBOZA & BODANESE LTDA,RONDOGÁS,AVENIDA MARECHAL RONDON,5246,,CENTRO (5º BEC),76988034,VILHENA,RONDONIA,COPA ENERGIA,GLP,R$ / 13 kg,133.0,2026-06-08
4269220000176,ORLANDO DE OLIVEIRA FILHO - GAS,,AVENIDA ARTHUR TOMAS,984,,ZONA 06,87200001,CIANORTE,PARANA,BRANCA,GLP,R$ / 13 kg,120.0,2026-06-11
7573895000100,CARLITO HELENO DE PAULA,,RUA GUIANA,1565,,PARQUE DAS NACOES I,79841490,DOURADOS,MATO GROSSO DO SUL,BRANCA,GLP,R$ / 13 kg,120.0,2026-06-09
3303897000110,ANA MARIA DO COUTO,,RUA IRATAUA,4200,,CJ. FLAMINGOS,86703300,ARAPONGAS,PARANA,BRANCA,GLP,R$ / 13 kg,110.0,2026-06-08
2914352000188,JOSSELY ALVES DA SILVA,,RUA MARCELO DA GAMA,4158,TÉRREO,NOEMIA,96503260,CACHOEIRA DO SUL,RIO GRANDE DO SUL,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,115.0,2026-06-10
560982000176,C S FRANCA,COMERCIAL CRISTO REI,AVENIDA MAUA,S/N,QD 26 LT 04,SAO FRANCISCO,76550000,PORANGATU,GOIAS,LIQUIGÁS,GLP,R$ / 13 kg,120.0,2026-06-08
7580594000104,G&G COM. E TRANSP. DE GÁS LIQ. DE PETRÓLEO ITUMBIARA,GAVA GÁS,AVENIDA BARTOLOMEU DIAS DA ROCHA,355,,PLANALTO,75503970,ITUMBIARA,GOIAS,BRANCA,GLP,R$ / 13 kg,115.0,2026-06-08
7693574000131,PETERS GAS COMERCIO DE GAS LTDA,PETERS GÁS,AVENIDA PORTO ALEGRE,2164,,BELA VISTA,78890003,SORRISO,MATO GROSSO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,144.0,2026-06-08
7128141000133,J.N. PEREIRA - ME,CONFIG - O GÁS,AVENIDA DOM PEDRO I,1659,,JARDIM TRES MARIAS,11440001,GUARUJA,SAO PAULO,CONSIGAZ,GLP,R$ / 13 kg,130.0,2026-06-08
7011118000164,COMERCIO DE GAS ZANATTA LTDA,GÁS - ZANATTA,AVENIDA UTINGA,525,,VILA METALURGICA,9220610,SANTO ANDRE,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,120.0,2026-06-10
5924181000166,LUCIARA MACEDO PEREIRA,GÁS LOPES,RUA ANGÉLICA GOMES JARDIM,9,,CASTRO ALVES,96420160,BAGE,RIO GRANDE DO SUL,LIQUIGÁS,GLP,R$ / 13 kg,120.0,2026-06-10
1216553000149,HELOISA HELENA COSTA RODEGUEIRO,DISTRIBUIDORA MINAS GÁS,RUA TENENTE LIRA,369,,FRAGATA,96030000,PELOTAS,RIO GRANDE DO SUL,LIQUIGÁS,GLP,R$ / 13 kg,119.0,2026-06-10
7480683000170,CC COMERCIAL DE GAS LIQUEFEITO DE PETROLEO LTDA,,RUA VICENTE CELESTINO,535,,PARQUE SANTA ROSA,60762780,FORTALEZA,CEARA,COPA ENERGIA,GLP,R$ / 13 kg,120.0,2026-06-09
97179220000166,E.L. MONTARDO DA ROSA - ME,DISK GÁS,AVENIDA PAULO LAUDA,280,QUADRA 12,COHAB T. NEVES,97032230,SANTA MARIA,RIO GRANDE DO SUL,LIQUIGÁS,GLP,R$ / 13 kg,125.0,2026-06-10
5767291000161,LIMERGAZ DISTRIBUIDORA DE GLP LTDA,,AVENIDA ASSIS BRASIL,610,LOTE 01,JD. OLIVEIRA,13486072,LIMEIRA,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,99.99,2026-06-08
4959288000187,SOLIGAS COMERCIO TRANSPORTES LTDA,SOLIGÁS,AVENIDA GOVERNADOR MAGALHAES PINTO,1.221,,NITEROI,35500221,DIVINOPOLIS,MINAS GERAIS,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,103.0,2026-06-09
6923706000101,MARIA DE LOURDES R. OLIVEIRA GÁS - ME,,RUA   MEN DE SA,530,,VILA PARQUE DAS AMERICAS,16400787,LINS,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,110.0,2026-06-10
7683985000146,BARBOZA & ALMEIDA LTDA EPP,BARBOZA E ALMEIDA,AVENIDA MILTON SANTOS,250,,BOA VISTA,45652565,ILHEUS,BAHIA,BAHIANA,GLP,R$ / 13 kg,136.0,2026-06-10
7735758000117,SILVIA HELENA AMORIM PINTO,,RUA ILIDIO SAMPAIO,964,,CENTRO,63430000,ICO,CEARA,LIQUIGÁS,GLP,R$ / 13 kg,125.0,2026-06-10
6651564000170,BRASÍLIA COMÉRCIO DE GÁS E ÁGUA LTDA - ME,,AVENIDA BRASÍLIA,900,,JARDIM CAMPANÁRIO,9931400,DIADEMA,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,120.0,2026-06-10
5729729000117,JAIR SOARES - GAS,JS ÁGUA E GÁS,RUA PREFEITO CARLOS RIBEIRO DE SOUZA,400,,VILA CANEVARI,12710170,CRUZEIRO,SAO PAULO,FOGAS,GLP,R$ / 13 kg,105.0,2026-06-08
7674861000102,GAS INDEPENDENCIA EIRELI,,RUA AUGUSTO CARPANEDA,681,,SANTA TEREZINHA,38447227,ARAGUARI,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,100.0,2026-06-11
7723736000137,PARRO COMERCIO DE GAS LTDA,BRASIL GÁS,AVENIDA PERNAMBUCO,41,,ZONA 03,87209104,CIANORTE,PARANA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,120.0,2026-06-11
3603258000170,MARCIA LUCIA CEOLIM DA SILVA,POSTO DE GÁS SILVA,AVENIDA DOS ESTADOS,800,LOJA 02,VILA BRANCA,94135000,GRAVATAI,RIO GRANDE DO SUL,BRANCA,GLP,R$ / 13 kg,125.0,2026-06-10
7767820000152,ROGERIO JORGE DE FRANCA,ROGÉRIO GÁS E ÁGUA,AVENIDA SAO JUDAS TADEU,460,ANEXO 01,RANGEL,58070100,JOAO PESSOA,PARAIBA,BAHIANA,GLP,R$ / 13 kg,105.0,2026-06-08
